Filename,Upper left,Lower left,Upper right,Lower right,Center
de34dc71-afa6-4e65-b7be-db89a66f483f_left.tif,"-111.9750281,33.0763783","-111.9750281,33.0763683","-111.9750193,33.0763783","-111.9750193,33.0763683","-111.9750237,33.0763733"
50ab687a-eba6-4fb1-91ef-3bde753cffd0_left.tif,"-111.9750224,33.0763783","-111.9750224,33.0763683","-111.9750135,33.0763783","-111.9750135,33.0763683","-111.9750179,33.0763733"
81054815-be8d-46a8-a48f-c2c0dd82130b_left.tif,"-111.9750171,33.0763802","-111.9750171,33.0763702","-111.9750083,33.0763802","-111.9750083,33.0763702","-111.9750127,33.0763752"
de3f05f6-c73a-4ffa-aca3-efbc5dd6a0fe_left.tif,"-111.9750117,33.0763802","-111.9750117,33.0763702","-111.9750029,33.0763802","-111.9750029,33.0763702","-111.9750073,33.0763752"
8fec1f59-366f-400c-be19-8686b09dd393_left.tif,"-111.9750057,33.0763790","-111.9750057,33.0763689","-111.9749969,33.0763790","-111.9749969,33.0763689","-111.9750013,33.0763739"
d85edbce-db66-44ef-92ab-33888a42b97d_left.tif,"-111.9750005,33.0763790","-111.9750005,33.0763689","-111.9749917,33.0763790","-111.9749917,33.0763689","-111.9749961,33.0763739"
e6953839-9e58-4f8b-b262-3ffbc081c31c_left.tif,"-111.9749950,33.0763790","-111.9749950,33.0763689","-111.9749862,33.0763790","-111.9749862,33.0763689","-111.9749906,33.0763739"
c14bb455-2f92-4e7c-b7e0-7057602065a0_left.tif,"-111.9749900,33.0763790","-111.9749900,33.0763689","-111.9749812,33.0763790","-111.9749812,33.0763689","-111.9749856,33.0763739"
5ed82c16-45cb-4ed7-a43f-fddaf1e8b7d4_left.tif,"-111.9749852,33.0763792","-111.9749852,33.0763691","-111.9749763,33.0763792","-111.9749763,33.0763691","-111.9749807,33.0763741"
e180d080-866e-42ce-ae6f-54df05e1869a_left.tif,"-111.9749799,33.0763792","-111.9749799,33.0763691","-111.9749711,33.0763792","-111.9749711,33.0763691","-111.9749755,33.0763742"
2b8f8f65-76ba-4f03-9ecc-049f4658e271_left.tif,"-111.9749746,33.0763798","-111.9749746,33.0763697","-111.9749658,33.0763798","-111.9749658,33.0763697","-111.9749702,33.0763748"
8e94265b-0764-456f-858b-faebb5f485cc_left.tif,"-111.9749691,33.0763798","-111.9749691,33.0763697","-111.9749602,33.0763798","-111.9749602,33.0763697","-111.9749647,33.0763748"
7b654fd0-08b6-489e-8ddb-091bbbc9a40d_left.tif,"-111.9749537,33.0763832","-111.9749537,33.0763732","-111.9749449,33.0763832","-111.9749449,33.0763732","-111.9749493,33.0763782"
a5541c5e-015f-49a9-8c76-ceb17df35716_left.tif,"-111.9749483,33.0763832","-111.9749483,33.0763732","-111.9749394,33.0763832","-111.9749394,33.0763732","-111.9749438,33.0763782"
7e660186-5d80-47d5-9526-26b7ab8d6680_left.tif,"-111.9749428,33.0763832","-111.9749428,33.0763732","-111.9749340,33.0763832","-111.9749340,33.0763732","-111.9749384,33.0763782"
f798576c-cbf7-4b84-af39-2a3d41a3b584_left.tif,"-111.9749376,33.0763832","-111.9749376,33.0763732","-111.9749287,33.0763832","-111.9749287,33.0763732","-111.9749332,33.0763782"
6700445f-5b88-4dc3-84ef-28cfa17c3699_left.tif,"-111.9749319,33.0763832","-111.9749319,33.0763732","-111.9749231,33.0763832","-111.9749231,33.0763732","-111.9749275,33.0763782"
8e18b376-4e23-4c71-8b79-9dabd85ff288_left.tif,"-111.9749265,33.0763832","-111.9749265,33.0763731","-111.9749177,33.0763832","-111.9749177,33.0763731","-111.9749221,33.0763781"
ac0af105-7c20-4991-826f-63cc8fecd0ba_left.tif,"-111.9749209,33.0763832","-111.9749209,33.0763731","-111.9749120,33.0763832","-111.9749120,33.0763731","-111.9749164,33.0763781"
7074df3c-2330-4fc3-8f06-15e3b6338531_left.tif,"-111.9749161,33.0763832","-111.9749161,33.0763731","-111.9749072,33.0763832","-111.9749072,33.0763731","-111.9749117,33.0763781"
a08da4ab-e1e8-49df-9f24-dc271fa41707_left.tif,"-111.9749104,33.0763832","-111.9749104,33.0763731","-111.9749016,33.0763832","-111.9749016,33.0763731","-111.9749060,33.0763781"
74f58a63-31c7-4ca2-a0bf-eca6788bd323_left.tif,"-111.9749050,33.0763832","-111.9749050,33.0763731","-111.9748962,33.0763832","-111.9748962,33.0763731","-111.9749006,33.0763781"
c5360961-4395-45fc-b932-8a74a6b4e651_left.tif,"-111.9748995,33.0763832","-111.9748995,33.0763731","-111.9748907,33.0763832","-111.9748907,33.0763731","-111.9748951,33.0763782"
4cc3dd6c-64f1-489e-9417-b84a07b2abfd_left.tif,"-111.9748942,33.0763832","-111.9748942,33.0763731","-111.9748854,33.0763832","-111.9748854,33.0763731","-111.9748898,33.0763782"
20fd8d14-8fa3-46e2-b2ea-c286ce5429ab_left.tif,"-111.9748885,33.0763832","-111.9748885,33.0763731","-111.9748797,33.0763832","-111.9748797,33.0763731","-111.9748841,33.0763782"
8421dd1b-e533-4a9c-bd47-4a806361f3ef_left.tif,"-111.9748836,33.0763832","-111.9748836,33.0763731","-111.9748748,33.0763832","-111.9748748,33.0763731","-111.9748792,33.0763782"
84193e1d-f378-4c41-91b1-cb24f9bfb0ca_left.tif,"-111.9748780,33.0763832","-111.9748780,33.0763731","-111.9748692,33.0763832","-111.9748692,33.0763731","-111.9748736,33.0763782"
9612255b-ba85-40e4-b97c-be6ba3bb456d_left.tif,"-111.9748728,33.0763825","-111.9748728,33.0763725","-111.9748640,33.0763825","-111.9748640,33.0763725","-111.9748684,33.0763775"
71d1b6d3-2ca6-44a5-ad93-e95f9be7e3f5_left.tif,"-111.9748672,33.0763825","-111.9748672,33.0763725","-111.9748584,33.0763825","-111.9748584,33.0763725","-111.9748628,33.0763775"
72fb10a2-6028-4c2f-85c6-05dd9a540962_left.tif,"-111.9748622,33.0763825","-111.9748622,33.0763725","-111.9748534,33.0763825","-111.9748534,33.0763725","-111.9748578,33.0763775"
b31c3cbd-6f5f-4b02-bff8-4dd2b3ab712f_left.tif,"-111.9748563,33.0763825","-111.9748563,33.0763725","-111.9748474,33.0763825","-111.9748474,33.0763725","-111.9748519,33.0763775"
5236f997-59ce-4ebe-9759-43df94fe27a3_left.tif,"-111.9748512,33.0763825","-111.9748512,33.0763725","-111.9748424,33.0763825","-111.9748424,33.0763725","-111.9748468,33.0763775"
17e95807-d05a-440c-9466-c0e003f31690_left.tif,"-111.9748459,33.0763825","-111.9748459,33.0763724","-111.9748371,33.0763825","-111.9748371,33.0763724","-111.9748415,33.0763774"
f298edec-4ef3-4618-b3cd-58c258bdefd3_left.tif,"-111.9748407,33.0763826","-111.9748407,33.0763725","-111.9748318,33.0763826","-111.9748318,33.0763725","-111.9748363,33.0763775"
a4e652c7-c663-4e78-b2ec-e3307bea6be5_left.tif,"-111.9748351,33.0763826","-111.9748351,33.0763725","-111.9748263,33.0763826","-111.9748263,33.0763725","-111.9748307,33.0763775"
c3564e52-fc31-4c02-9f59-7303bdb9c8ff_left.tif,"-111.9748301,33.0763827","-111.9748301,33.0763726","-111.9748213,33.0763827","-111.9748213,33.0763726","-111.9748257,33.0763776"
841aec87-5f7b-4dd3-99e2-0e6f8598561c_left.tif,"-111.9748244,33.0763827","-111.9748244,33.0763726","-111.9748156,33.0763827","-111.9748156,33.0763726","-111.9748200,33.0763776"
4e7af700-4c7e-4f5b-ba18-3c473bf1b3af_left.tif,"-111.9748186,33.0763826","-111.9748186,33.0763725","-111.9748097,33.0763826","-111.9748097,33.0763725","-111.9748142,33.0763776"
3d148dee-820f-48b1-b82a-972920f2a357_left.tif,"-111.9750539,33.0763877","-111.9750539,33.0763776","-111.9750451,33.0763877","-111.9750451,33.0763776","-111.9750495,33.0763827"
373fd1a7-85cf-4372-88fd-64b0e9a60cfb_left.tif,"-111.9750486,33.0763877","-111.9750486,33.0763776","-111.9750398,33.0763877","-111.9750398,33.0763776","-111.9750442,33.0763827"
6100f5fd-d42c-46af-bc22-d9816e3f4fd4_left.tif,"-111.9750430,33.0763877","-111.9750430,33.0763777","-111.9750342,33.0763877","-111.9750342,33.0763777","-111.9750386,33.0763827"
b6a9acbe-dc09-4e08-aa87-81454cfb5608_left.tif,"-111.9750377,33.0763878","-111.9750377,33.0763778","-111.9750288,33.0763878","-111.9750288,33.0763778","-111.9750333,33.0763828"
c32e1423-1c69-4bf3-aac1-e082a029a607_left.tif,"-111.9750321,33.0763878","-111.9750321,33.0763778","-111.9750233,33.0763878","-111.9750233,33.0763778","-111.9750277,33.0763828"
5a5f4e1d-01bf-49a5-97d9-923857034710_left.tif,"-111.9750265,33.0763878","-111.9750265,33.0763778","-111.9750176,33.0763878","-111.9750176,33.0763778","-111.9750220,33.0763828"
de05dcd6-262c-4f09-9b4a-ab5dc4fdc1b3_left.tif,"-111.9750210,33.0763878","-111.9750210,33.0763777","-111.9750122,33.0763878","-111.9750122,33.0763777","-111.9750166,33.0763827"
52b4dc33-8809-4a32-9f79-9205e56c7a25_left.tif,"-111.9750156,33.0763897","-111.9750156,33.0763796","-111.9750068,33.0763897","-111.9750068,33.0763796","-111.9750112,33.0763846"
ed846a43-991f-4a26-bedf-563a97a05dc4_left.tif,"-111.9750104,33.0763897","-111.9750104,33.0763796","-111.9750016,33.0763897","-111.9750016,33.0763796","-111.9750060,33.0763846"
0d4bd9b0-1ced-4871-b429-fd7d7f1d4c2e_left.tif,"-111.9750046,33.0763886","-111.9750046,33.0763785","-111.9749958,33.0763886","-111.9749958,33.0763785","-111.9750002,33.0763835"
d5089702-77ef-4e21-b262-a50ee043ddb9_left.tif,"-111.9749991,33.0763885","-111.9749991,33.0763784","-111.9749902,33.0763885","-111.9749902,33.0763784","-111.9749947,33.0763834"
7d6deebd-e3fb-4bc5-bc81-1c47e24f5e32_left.tif,"-111.9749835,33.0763886","-111.9749835,33.0763785","-111.9749747,33.0763886","-111.9749747,33.0763785","-111.9749791,33.0763836"
b164ca28-4984-47d1-87af-e060f4e18fd5_left.tif,"-111.9749780,33.0763886","-111.9749780,33.0763785","-111.9749691,33.0763886","-111.9749691,33.0763785","-111.9749736,33.0763836"
353784d1-f901-437a-8bfd-7a49e19f79e0_left.tif,"-111.9749736,33.0763893","-111.9749736,33.0763792","-111.9749648,33.0763893","-111.9749648,33.0763792","-111.9749692,33.0763843"
022f3331-fd8d-469f-8444-4c64878c0263_left.tif,"-111.9749679,33.0763893","-111.9749679,33.0763792","-111.9749591,33.0763893","-111.9749591,33.0763792","-111.9749635,33.0763843"
b03e19ec-5cc7-4202-b02c-7b9fcbe0ba3b_left.tif,"-111.9749624,33.0763893","-111.9749624,33.0763793","-111.9749535,33.0763893","-111.9749535,33.0763793","-111.9749580,33.0763843"
fa66a1ea-a8aa-4ded-afa5-82eb321cc418_left.tif,"-111.9749569,33.0763893","-111.9749569,33.0763793","-111.9749481,33.0763893","-111.9749481,33.0763793","-111.9749525,33.0763843"
8b450f70-cc73-4df2-9b48-847adecfe8b1_left.tif,"-111.9749522,33.0763924","-111.9749522,33.0763824","-111.9749434,33.0763924","-111.9749434,33.0763824","-111.9749478,33.0763874"
915b2fa7-f2c5-4507-ab69-574dc4a39e28_left.tif,"-111.9749465,33.0763924","-111.9749465,33.0763824","-111.9749377,33.0763924","-111.9749377,33.0763824","-111.9749421,33.0763874"
3857cbb1-6d1a-42d4-b85b-a54e00d9f7ce_left.tif,"-111.9749414,33.0763927","-111.9749414,33.0763826","-111.9749326,33.0763927","-111.9749326,33.0763826","-111.9749370,33.0763876"
3577daf4-a746-41cd-a943-91597d210f0e_left.tif,"-111.9749359,33.0763927","-111.9749359,33.0763826","-111.9749271,33.0763927","-111.9749271,33.0763826","-111.9749315,33.0763876"
89564864-9e82-4a77-8155-81632fba5502_left.tif,"-111.9749308,33.0763924","-111.9749308,33.0763823","-111.9749220,33.0763924","-111.9749220,33.0763823","-111.9749264,33.0763873"
8b80858a-4c18-4c62-93a0-476199f0c91e_left.tif,"-111.9749254,33.0763924","-111.9749254,33.0763823","-111.9749165,33.0763924","-111.9749165,33.0763823","-111.9749210,33.0763873"
16baa2f9-12ce-4e5b-88a5-68a6765c1aaf_left.tif,"-111.9749198,33.0763922","-111.9749198,33.0763821","-111.9749110,33.0763922","-111.9749110,33.0763821","-111.9749154,33.0763871"
ef7f5f6e-b812-4546-8ed6-6d6a161cd47b_left.tif,"-111.9749145,33.0763922","-111.9749145,33.0763821","-111.9749057,33.0763922","-111.9749057,33.0763821","-111.9749101,33.0763871"
d28e871c-f79d-45be-8df6-d3ae838f1b81_left.tif,"-111.9749089,33.0763923","-111.9749089,33.0763822","-111.9749001,33.0763923","-111.9749001,33.0763822","-111.9749045,33.0763873"
90e51aec-6fc2-44d1-968c-2a3d88111e5f_left.tif,"-111.9749036,33.0763923","-111.9749036,33.0763822","-111.9748948,33.0763923","-111.9748948,33.0763822","-111.9748992,33.0763873"
0ec1c165-ab7a-481f-b9d0-8a7f3e8249e0_left.tif,"-111.9748980,33.0763923","-111.9748980,33.0763822","-111.9748891,33.0763923","-111.9748891,33.0763822","-111.9748935,33.0763873"
fe9b7087-0b8c-46a7-b257-c476602ee3e3_left.tif,"-111.9748931,33.0763923","-111.9748931,33.0763822","-111.9748843,33.0763923","-111.9748843,33.0763822","-111.9748887,33.0763873"
277211ae-6a83-462a-a689-ab1b0e548108_left.tif,"-111.9748874,33.0763928","-111.9748874,33.0763827","-111.9748785,33.0763928","-111.9748785,33.0763827","-111.9748830,33.0763878"
9d57bd29-9dc1-485e-9afd-58da23f9e1e3_left.tif,"-111.9748821,33.0763921","-111.9748821,33.0763821","-111.9748733,33.0763921","-111.9748733,33.0763821","-111.9748777,33.0763871"
521e7a84-b22f-40fc-b89f-34bd028b2277_left.tif,"-111.9748765,33.0763921","-111.9748765,33.0763821","-111.9748677,33.0763921","-111.9748677,33.0763821","-111.9748721,33.0763871"
37134269-6e37-4c34-95a6-e2cb1eae6a31_left.tif,"-111.9748712,33.0763921","-111.9748712,33.0763821","-111.9748624,33.0763921","-111.9748624,33.0763821","-111.9748668,33.0763871"
11868a15-bad8-4540-a062-8be1cb73978f_left.tif,"-111.9748660,33.0763917","-111.9748660,33.0763817","-111.9748572,33.0763917","-111.9748572,33.0763817","-111.9748616,33.0763867"
44744bb2-e0c1-4073-b71e-062141fe031a_left.tif,"-111.9748607,33.0763917","-111.9748607,33.0763816","-111.9748519,33.0763917","-111.9748519,33.0763816","-111.9748563,33.0763866"
7501e7be-8f69-477d-aca6-02b501b2e6c9_left.tif,"-111.9748552,33.0763914","-111.9748552,33.0763813","-111.9748464,33.0763914","-111.9748464,33.0763813","-111.9748508,33.0763863"
554622bf-ef6a-49fe-9f1d-3bae1a99e539_left.tif,"-111.9748500,33.0763914","-111.9748500,33.0763813","-111.9748412,33.0763914","-111.9748412,33.0763813","-111.9748456,33.0763863"
8c2b2303-0879-4bfe-8894-cb741cf046ed_left.tif,"-111.9748445,33.0763916","-111.9748445,33.0763815","-111.9748357,33.0763916","-111.9748357,33.0763815","-111.9748401,33.0763865"
c8aa6316-3187-464d-bf1d-5fc16d12a00d_left.tif,"-111.9748391,33.0763916","-111.9748391,33.0763815","-111.9748303,33.0763916","-111.9748303,33.0763815","-111.9748347,33.0763865"
99e9d397-c980-48c9-80a6-cb157a19af0f_left.tif,"-111.9748341,33.0763917","-111.9748341,33.0763816","-111.9748252,33.0763917","-111.9748252,33.0763816","-111.9748297,33.0763866"
eaf49f0b-a75b-4a31-89ab-5cc2c62e6c51_left.tif,"-111.9748287,33.0763917","-111.9748287,33.0763816","-111.9748199,33.0763917","-111.9748199,33.0763816","-111.9748243,33.0763867"
66fe5861-5043-492c-946f-f9e661a90b5e_left.tif,"-111.9748232,33.0763917","-111.9748232,33.0763816","-111.9748143,33.0763917","-111.9748143,33.0763816","-111.9748187,33.0763867"
8b6d3e4c-bb26-40a3-bcc5-c32f085c4119_left.tif,"-111.9748185,33.0763917","-111.9748185,33.0763816","-111.9748097,33.0763917","-111.9748097,33.0763816","-111.9748141,33.0763867"
760cc4c5-a9eb-4870-91de-f9e6fc9c3fad_left.tif,"-111.9750547,33.0763973","-111.9750547,33.0763873","-111.9750458,33.0763973","-111.9750458,33.0763873","-111.9750502,33.0763923"
595e8376-85de-412c-bab8-f224c629c3dd_left.tif,"-111.9750497,33.0763973","-111.9750497,33.0763873","-111.9750408,33.0763973","-111.9750408,33.0763873","-111.9750452,33.0763923"
48f65922-a9bc-4280-a278-8225aba307f5_left.tif,"-111.9750441,33.0763972","-111.9750441,33.0763871","-111.9750353,33.0763972","-111.9750353,33.0763871","-111.9750397,33.0763921"
ac344789-50f9-4bbd-88c3-4ab4afabdbd3_left.tif,"-111.9750392,33.0763974","-111.9750392,33.0763873","-111.9750304,33.0763974","-111.9750304,33.0763873","-111.9750348,33.0763923"
4a5d6ed7-b429-43f2-a014-31038be0e1c7_left.tif,"-111.9750336,33.0763973","-111.9750336,33.0763872","-111.9750247,33.0763973","-111.9750247,33.0763872","-111.9750291,33.0763922"
1b796d63-18aa-46fa-999c-afc60c4e9960_left.tif,"-111.9750281,33.0763973","-111.9750281,33.0763872","-111.9750192,33.0763973","-111.9750192,33.0763872","-111.9750236,33.0763922"
c8886104-fa38-4409-9ef9-a1b333298d0b_left.tif,"-111.9750225,33.0763973","-111.9750225,33.0763872","-111.9750137,33.0763973","-111.9750137,33.0763872","-111.9750181,33.0763922"
34eda3da-e177-45dc-9c53-c8c8f93f70e7_left.tif,"-111.9750170,33.0763987","-111.9750170,33.0763886","-111.9750081,33.0763987","-111.9750081,33.0763886","-111.9750126,33.0763936"
4d55d6fc-fb97-4f2f-be3d-3f2000d9a4c9_left.tif,"-111.9750114,33.0763987","-111.9750114,33.0763886","-111.9750026,33.0763987","-111.9750026,33.0763886","-111.9750070,33.0763937"
16f33820-5541-434f-b8e8-b40a68c80534_left.tif,"-111.9750057,33.0763980","-111.9750057,33.0763879","-111.9749969,33.0763980","-111.9749969,33.0763879","-111.9750013,33.0763930"
78cb1cb1-85b8-4d4f-960e-254f9f7865a1_left.tif,"-111.9750006,33.0763980","-111.9750006,33.0763879","-111.9749918,33.0763980","-111.9749918,33.0763879","-111.9749962,33.0763930"
e0a3e6b1-1c71-436e-8d0f-34dddf86e36f_left.tif,"-111.9749955,33.0763976","-111.9749955,33.0763875","-111.9749866,33.0763976","-111.9749866,33.0763875","-111.9749910,33.0763926"
b81c8e63-1d19-48b9-bb76-2d16532ced92_left.tif,"-111.9749903,33.0763976","-111.9749903,33.0763875","-111.9749814,33.0763976","-111.9749814,33.0763875","-111.9749858,33.0763926"
04bb5d9c-51cf-4837-9a9b-f202687831d6_left.tif,"-111.9749849,33.0763975","-111.9749849,33.0763874","-111.9749761,33.0763975","-111.9749761,33.0763874","-111.9749805,33.0763925"
8c872c59-a5be-4bb3-aaaf-0ee9736d2c9f_left.tif,"-111.9749796,33.0763981","-111.9749796,33.0763881","-111.9749708,33.0763981","-111.9749708,33.0763881","-111.9749752,33.0763931"
884468b8-55e1-4e94-8d6e-7687a701ac40_left.tif,"-111.9749748,33.0763984","-111.9749748,33.0763884","-111.9749660,33.0763984","-111.9749660,33.0763884","-111.9749704,33.0763934"
84a29830-5cfd-4216-9261-19128ea72593_left.tif,"-111.9749694,33.0763984","-111.9749694,33.0763884","-111.9749606,33.0763984","-111.9749606,33.0763884","-111.9749650,33.0763934"
ecfabfdf-df6b-45eb-903c-7c826d614a37_left.tif,"-111.9749534,33.0764019","-111.9749534,33.0763918","-111.9749445,33.0764019","-111.9749445,33.0763918","-111.9749489,33.0763968"
c4d07297-aedd-4bf1-b576-fe17533c3e00_left.tif,"-111.9749484,33.0764019","-111.9749484,33.0763918","-111.9749395,33.0764019","-111.9749395,33.0763918","-111.9749440,33.0763968"
21fea2cb-e2f9-4361-b6b4-17e9a0fff6e1_left.tif,"-111.9749427,33.0764021","-111.9749427,33.0763920","-111.9749338,33.0764021","-111.9749338,33.0763920","-111.9749383,33.0763970"
f69d30d9-ee9d-4faa-84f8-0928babd4424_left.tif,"-111.9749373,33.0764021","-111.9749373,33.0763920","-111.9749284,33.0764021","-111.9749284,33.0763920","-111.9749328,33.0763970"
7f953506-5da1-4ee7-957f-158fd6aa9374_left.tif,"-111.9749317,33.0763985","-111.9749317,33.0763884","-111.9749228,33.0763985","-111.9749228,33.0763884","-111.9749273,33.0763935"
4a29fc96-42f4-49f0-9c89-aaa47b3b2f93_left.tif,"-111.9749264,33.0763985","-111.9749264,33.0763884","-111.9749176,33.0763985","-111.9749176,33.0763884","-111.9749220,33.0763935"
ef8e6b87-4c02-4f35-bda0-027d4b5b5f88_left.tif,"-111.9749208,33.0763985","-111.9749208,33.0763884","-111.9749120,33.0763985","-111.9749120,33.0763884","-111.9749164,33.0763935"
1239c88b-6469-4a3d-bb17-5febe7a369c8_left.tif,"-111.9749156,33.0763985","-111.9749156,33.0763884","-111.9749068,33.0763985","-111.9749068,33.0763884","-111.9749112,33.0763935"
4d11cb9d-6a0b-4e5b-9178-0f2407bc090d_left.tif,"-111.9749104,33.0764014","-111.9749104,33.0763913","-111.9749016,33.0764014","-111.9749016,33.0763913","-111.9749060,33.0763964"
a46eddb4-f7b6-4396-ae56-0af64bb8ca21_left.tif,"-111.9749050,33.0764014","-111.9749050,33.0763913","-111.9748962,33.0764014","-111.9748962,33.0763913","-111.9749006,33.0763964"
ab510727-83a7-40ee-9dab-48f15d80d8e9_left.tif,"-111.9748994,33.0764016","-111.9748994,33.0763916","-111.9748906,33.0764016","-111.9748906,33.0763916","-111.9748950,33.0763966"
6f18f1fc-7cd2-455f-ad53-9fdb09ca1fd5_left.tif,"-111.9748945,33.0764016","-111.9748945,33.0763916","-111.9748857,33.0764016","-111.9748857,33.0763916","-111.9748901,33.0763966"
87dbffd9-e0ce-4b26-80b8-555b679f76f6_left.tif,"-111.9748888,33.0764016","-111.9748888,33.0763916","-111.9748800,33.0764016","-111.9748800,33.0763916","-111.9748844,33.0763966"
f97acfdc-2dc5-4228-b82f-4788cb3333af_left.tif,"-111.9748835,33.0764016","-111.9748835,33.0763916","-111.9748746,33.0764016","-111.9748746,33.0763916","-111.9748790,33.0763966"
5bc83f48-e870-4fff-a838-f688a102c40f_left.tif,"-111.9748779,33.0764016","-111.9748779,33.0763915","-111.9748691,33.0764016","-111.9748691,33.0763915","-111.9748735,33.0763965"
7eceb91d-ffae-4614-a1bf-2495143e7a2c_left.tif,"-111.9748726,33.0764016","-111.9748726,33.0763915","-111.9748637,33.0764016","-111.9748637,33.0763915","-111.9748682,33.0763965"
e5f17a0b-ecfa-4069-a7ca-2af773556f8b_left.tif,"-111.9748675,33.0764016","-111.9748675,33.0763915","-111.9748586,33.0764016","-111.9748586,33.0763915","-111.9748630,33.0763965"
d0aaa357-9d35-4b86-8a61-49d6f8a57c9a_left.tif,"-111.9748622,33.0764016","-111.9748622,33.0763915","-111.9748534,33.0764016","-111.9748534,33.0763915","-111.9748578,33.0763965"
e6ab8c56-7b55-4062-8596-25cdf9ff7e1c_left.tif,"-111.9748562,33.0764003","-111.9748562,33.0763902","-111.9748473,33.0764003","-111.9748473,33.0763902","-111.9748518,33.0763952"
3f02115d-4a6c-4dfd-8f2d-f1f1e4c93b48_left.tif,"-111.9748515,33.0764003","-111.9748515,33.0763902","-111.9748427,33.0764003","-111.9748427,33.0763902","-111.9748471,33.0763953"
0a78e9fc-5f10-4a09-b404-0750f2eed16a_left.tif,"-111.9748459,33.0764002","-111.9748459,33.0763901","-111.9748371,33.0764002","-111.9748371,33.0763901","-111.9748415,33.0763952"
9e3e9404-9515-4496-899a-bb6b47fce2b7_left.tif,"-111.9748405,33.0764006","-111.9748405,33.0763905","-111.9748317,33.0764006","-111.9748317,33.0763905","-111.9748361,33.0763956"
b7aaac5b-e116-4a3e-8aec-f1a642f9184a_left.tif,"-111.9748349,33.0764006","-111.9748349,33.0763905","-111.9748261,33.0764006","-111.9748261,33.0763905","-111.9748305,33.0763956"
0b098c12-90c3-4fe8-8e7d-1a483e0a6d6b_left.tif,"-111.9748300,33.0764002","-111.9748300,33.0763901","-111.9748211,33.0764002","-111.9748211,33.0763901","-111.9748256,33.0763952"
83aea9b3-2f42-4d63-b46f-a08b20e50f1a_left.tif,"-111.9748248,33.0764002","-111.9748248,33.0763901","-111.9748159,33.0764002","-111.9748159,33.0763901","-111.9748203,33.0763952"
0ede3086-4ddb-4ced-8e73-2e8f62b12617_left.tif,"-111.9748188,33.0764003","-111.9748188,33.0763903","-111.9748099,33.0764003","-111.9748099,33.0763903","-111.9748144,33.0763953"
f5d7b9bf-2e86-43e1-abda-7d9341c1c500_left.tif,"-111.9750541,33.0764067","-111.9750541,33.0763966","-111.9750453,33.0764067","-111.9750453,33.0763966","-111.9750497,33.0764016"
6df70b4f-ce1f-4c9e-aea3-78e88b08d465_left.tif,"-111.9750487,33.0764067","-111.9750487,33.0763966","-111.9750399,33.0764067","-111.9750399,33.0763966","-111.9750443,33.0764016"
914c928a-ca6d-43db-af8e-2a8bad4bcbe6_left.tif,"-111.9750432,33.0764067","-111.9750432,33.0763966","-111.9750344,33.0764067","-111.9750344,33.0763966","-111.9750388,33.0764016"
c740b478-96cf-4e67-803b-4c3185fc57b9_left.tif,"-111.9750378,33.0764068","-111.9750378,33.0763967","-111.9750290,33.0764068","-111.9750290,33.0763967","-111.9750334,33.0764017"
8b41aafe-c654-4d38-ac67-ad6ed3ea00b8_left.tif,"-111.9750321,33.0764068","-111.9750321,33.0763967","-111.9750233,33.0764068","-111.9750233,33.0763967","-111.9750277,33.0764018"
40f1a0c7-5c1d-4150-83f8-e991e9f7cee8_left.tif,"-111.9750266,33.0764068","-111.9750266,33.0763967","-111.9750178,33.0764068","-111.9750178,33.0763967","-111.9750222,33.0764018"
71ad68c5-61ea-4c5e-a8ff-7a2dba320ce7_left.tif,"-111.9750211,33.0764068","-111.9750211,33.0763967","-111.9750122,33.0764068","-111.9750122,33.0763967","-111.9750167,33.0764018"
d8ad1441-7ef2-44b3-921e-a91790450b5b_left.tif,"-111.9750155,33.0764082","-111.9750155,33.0763981","-111.9750067,33.0764082","-111.9750067,33.0763981","-111.9750111,33.0764032"
8d885067-0b09-416a-b529-16fe327f5942_left.tif,"-111.9750104,33.0764082","-111.9750104,33.0763981","-111.9750016,33.0764082","-111.9750016,33.0763981","-111.9750060,33.0764032"
7549a299-8f41-48ba-ac8e-47b7cdde6f3c_left.tif,"-111.9750048,33.0764075","-111.9750048,33.0763974","-111.9749959,33.0764075","-111.9749959,33.0763974","-111.9750003,33.0764025"
1d945568-89b9-4041-b89f-8ca4cd8f6f28_left.tif,"-111.9749992,33.0764075","-111.9749992,33.0763975","-111.9749904,33.0764075","-111.9749904,33.0763975","-111.9749948,33.0764025"
d8e29a00-c50d-46f6-a158-e46fdbbde6d4_left.tif,"-111.9749943,33.0764071","-111.9749943,33.0763971","-111.9749854,33.0764071","-111.9749854,33.0763971","-111.9749899,33.0764021"
c23ef941-f164-428e-a359-6b824caad93b_left.tif,"-111.9749888,33.0764071","-111.9749888,33.0763971","-111.9749800,33.0764071","-111.9749800,33.0763971","-111.9749844,33.0764021"
07781b7b-9fe8-4704-8935-7df49fdee13e_left.tif,"-111.9749836,33.0764076","-111.9749836,33.0763976","-111.9749747,33.0764076","-111.9749747,33.0763976","-111.9749791,33.0764026"
48f3dbfa-a703-41d2-b13f-d686bfadef6e_left.tif,"-111.9749779,33.0764072","-111.9749779,33.0763971","-111.9749690,33.0764072","-111.9749690,33.0763971","-111.9749734,33.0764021"
34b3853f-ce36-41a8-8f66-bd1fd781f030_left.tif,"-111.9749737,33.0764076","-111.9749737,33.0763975","-111.9749649,33.0764076","-111.9749649,33.0763975","-111.9749693,33.0764025"
